15796256,39.02,44.84,101.75,1722,2099,1.82,1.19,1.84,0.99
15796506,39.02,44.88,101.76,1714,2170,1.82,1.20,1.84,0.99
15796756,39.02,44.92,101.75,1682,2193,1.82,1.20,1.84,1.01
15797006,39.03,44.98,101.76,1671,2251,1.82,1.20,1.84,1.02
15797256,39.03,45.00,101.76,1681,2288,1.82,1.19,1.84,1.04
15797506,39.03,45.03,101.76,1701,2344,1.82,1.20,1.84,1.06
15797756,39.03,45.05,101.76,1772,2399,1.82,1.20,1.84,1.10
15798006,39.03,45.09,101.76,1766,2434,1.82,1.20,1.85,1.14
