timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
15554236,38.94,45.69,101.78,642,511,1.77,1.25,1.78,0.62
15554486,38.93,45.71,101.78,636,508,1.77,1.25,1.78,0.62
15554736,38.92,45.72,101.78,640,509,1.77,1.25,1.78,0.62
15554986,38.93,45.73,101.78,638,518,1.77,1.25,1.78,0.62
15555236,38.93,45.77,101.78,638,513,1.77,1.25,1.78,0.62
15555486,38.92,45.78,101.78,640,526,1.77,1.25,1.78,0.62
15555736,38.93,45.79,101.78,637,518,1.77,1.25,1.78,0.62
15555986,38.92,45.81,101.78,647,524,1.77,1.25,1.78,0.62
