16507548,38.02,46.33,101.75,4197,41526,2.27,1.20,2.36,1.68
16507798,38.01,46.28,101.75,3863,37238,2.26,1.20,2.35,1.58
16508048,38.01,46.28,101.75,4354,37691,2.25,1.19,2.34,1.59
