timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
312236,30.31,46.33,101.92,774,1741,2.36,1.63,2.54,1.53
312486,30.31,46.29,101.92,742,1630,2.35,1.61,2.53,1.51
312736,30.31,46.25,101.92,716,1547,2.35,1.60,2.52,1.49
312986,30.30,46.17,101.93,703,1496,2.34,1.59,2.51,1.47
313236,30.30,46.10,101.92,704,1436,2.33,1.58,2.50,1.47
313486,30.31,46.01,101.93,696,1399,2.33,1.59,2.49,1.48
313736,30.31,45.98,101.92,682,1362,2.33,1.59,2.49,1.47
313986,30.32,45.91,101.93,678,1322,2.32,1.58,2.48,1.46
