timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
302236,28.37,47.15,101.77,409,0,1.58,0.88,1.51,0.77
302486,28.37,47.16,101.77,411,4,1.58,0.88,1.51,0.77
302736,28.37,47.17,101.77,411,0,1.58,0.89,1.51,0.77
302986,28.38,47.17,101.77,407,0,1.58,0.88,1.51,0.77
303236,28.38,47.19,101.77,415,0,1.58,0.88,1.51,0.77
303486,28.38,47.19,101.77,410,1,1.58,0.89,1.51,0.76
303736,28.38,47.20,101.77,410,2,1.58,0.88,1.51,0.77
303986,28.38,47.23,101.77,408,4,1.58,0.88,1.51,0.76
