timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
1910272,30.84,41.94,101.75,508,1674,2.64,1.07,2.66,2.66
1910522,30.85,42.01,101.76,468,1561,2.62,1.07,2.65,2.50
1910772,30.85,42.10,101.76,434,1450,2.62,1.07,2.66,2.36
1911022,30.85,42.14,101.76,402,1339,2.60,1.07,2.65,2.21
1911272,30.84,42.19,101.76,400,1294,2.58,1.07,2.64,2.07
1911522,30.84,42.22,101.76,400,1240,2.56,1.07,2.62,1.96
1911772,30.84,42.25,101.76,400,1204,2.55,1.07,2.61,1.88
1912022,30.85,42.29,101.76,400,1195,2.55,1.07,2.61,1.83
