timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
11818236,30.46,38.68,101.75,584,301,1.63,0.86,1.64,1.70
11818486,30.46,38.69,101.75,573,297,1.63,0.86,1.64,1.70
11818736,30.47,38.68,101.75,576,312,1.63,0.86,1.64,1.70
11818986,30.47,38.69,101.75,585,309,1.63,0.86,1.64,1.70
11819236,30.47,38.68,101.75,591,324,1.63,0.86,1.64,1.70
11819486,30.47,38.70,101.75,578,312,1.63,0.86,1.64,1.71
11819736,30.47,38.69,101.75,595,324,1.63,0.86,1.64,1.71
11819986,30.48,38.70,101.75,582,326,1.63,0.86,1.64,1.71
