11940236,30.18,41.40,101.76,3799,1845,1.88,1.26,2.21,2.22
11940486,30.18,41.47,101.76,4283,2621,1.92,1.34,2.28,2.28
11940736,30.18,41.53,101.76,4722,3765,1.97,1.42,2.35,2.31
11940986,30.18,41.57,101.76,5255,5305,2.02,1.51,2.39,2.30
11941236,30.18,41.60,101.76,5765,6684,2.06,1.60,2.40,2.27
11941486,30.18,41.63,101.76,4889,8038,2.08,1.65,2.41,2.24
11941736,30.18,41.63,101.76,4234,8804,2.10,1.67,2.40,2.20
11941986,30.18,41.65,101.76,3691,9051,2.11,1.66,2.38,2.17
