13706486,31.33,36.98,101.75,400,3208,2.18,0.99,2.19,1.46
13706736,31.33,36.96,101.74,400,3093,2.18,1.00,2.18,1.46
13706986,31.33,36.94,101.74,400,2955,2.17,0.99,2.18,1.45
13707236,31.33,36.94,101.74,400,2905,2.17,0.99,2.17,1.43
13707486,31.32,36.91,101.75,400,2814,2.16,0.99,2.17,1.41
13707736,31.32,36.89,101.75,400,2658,2.16,0.99,2.16,1.39
13707986,31.32,36.88,101.75,400,2549,2.15,0.99,2.15,1.38
