timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
11768236,29.89,39.86,101.75,447,182,1.58,0.83,1.58,1.56
11768486,29.90,39.85,101.75,454,183,1.58,0.83,1.58,1.56
11768736,29.91,39.84,101.75,438,186,1.58,0.83,1.58,1.56
11768986,29.90,39.83,101.75,433,182,1.58,0.83,1.58,1.56
11769236,29.91,39.82,101.75,438,177,1.58,0.83,1.58,1.56
11769486,29.91,39.80,101.75,426,172,1.58,0.83,1.58,1.56
11769736,29.92,39.78,101.75,439,175,1.58,0.83,1.58,1.56
11769986,29.93,39.73,101.75,431,169,1.58,0.83,1.58,1.56
