timestamp,temp,humd,pres,co2,voc1,voc2,no2,eth,co
15738246,38.99,46.17,101.76,730,899,1.82,1.23,1.86,0.72
15738496,39.00,46.15,101.76,727,894,1.83,1.23,1.86,0.72
15738746,39.00,46.17,101.76,728,911,1.83,1.23,1.86,0.72
15738996,39.00,46.15,101.76,740,918,1.83,1.23,1.86,0.72
15739246,39.00,46.15,101.76,738,902,1.82,1.23,1.86,0.71
15739496,38.99,46.15,101.76,741,895,1.83,1.23,1.86,0.72
15739746,38.99,46.17,101.76,748,888,1.82,1.23,1.86,0.72
15739996,38.98,46.20,101.76,750,912,1.83,1.23,1.86,0.72
